,year,Population growth rate - Sex: all - Age: all - Variant: estimates,country
9760,2016,2.729,Low-income countries
9761,2017,2.689,Low-income countries
9762,2018,2.876,Low-income countries
9763,2019,2.815,Low-income countries
9764,2020,2.809,Low-income countries
9765,2021,2.61,Low-income countries
9766,2022,2.661,Low-income countries
9768,1950,2.107,Lower-middle-income countries
9769,1951,2.159,Lower-middle-income countries
9770,1952,2.232,Lower-middle-income countries
9771,1953,2.222,Lower-middle-income countries
9772,1954,2.325,Lower-middle-income countries
9773,1955,2.348,Lower-middle-income countries
9774,1956,2.383,Lower-middle-income countries
9775,1957,2.339,Lower-middle-income countries
9776,1958,2.422,Lower-middle-income countries
9777,1959,2.438,Lower-middle-income countries
9778,1960,2.437,Lower-middle-income countries
9779,1961,2.429,Lower-middle-income countries
9780,1962,2.42,Lower-middle-income countries
9781,1963,2.428,Lower-middle-income countries
9782,1964,2.416,Lower-middle-income countries
9783,1965,2.334,Lower-middle-income countries
9784,1966,2.308,Lower-middle-income countries
9785,1967,2.351,Lower-middle-income countries
9786,1968,2.308,Lower-middle-income countries
9787,1969,2.303,Lower-middle-income countries
9788,1970,2.342,Lower-middle-income countries
9789,1971,2.176,Lower-middle-income countries
9790,1972,2.363,Lower-middle-income countries
9791,1973,2.36,Lower-middle-income countries
9792,1974,2.409,Lower-middle-income countries
9793,1975,2.42,Lower-middle-income countries
9794,1976,2.411,Lower-middle-income countries
9795,1977,2.429,Lower-middle-income countries
9796,1978,2.367,Lower-middle-income countries
9797,1979,2.516,Lower-middle-income countries
9798,1980,2.597,Lower-middle-income countries
9799,1981,2.636,Lower-middle-income countries
9800,1982,2.538,Lower-middle-income countries
9801,1983,2.519,Lower-middle-income countries
9802,1984,2.496,Lower-middle-income countries
9803,1985,2.494,Lower-middle-income countries
9804,1986,2.457,Lower-middle-income countries
9805,1987,2.422,Lower-middle-income countries
9806,1988,2.368,Lower-middle-income countries
9807,1989,2.334,Lower-middle-income countries
9808,1990,2.367,Lower-middle-income countries
9809,1991,2.236,Lower-middle-income countries
9810,1992,2.197,Lower-middle-income countries
9811,1993,2.071,Lower-middle-income countries
9812,1994,2.075,Lower-middle-income countries
9813,1995,2.058,Lower-middle-income countries
9814,1996,2.011,Lower-middle-income countries
9815,1997,2.009,Lower-middle-income countries
9816,1998,1.982,Lower-middle-income countries
9817,1999,1.924,Lower-middle-income countries
9818,2000,1.939,Lower-middle-income countries
9819,2001,1.884,Lower-middle-income countries
9820,2002,1.758,Lower-middle-income countries
9821,2003,1.805,Lower-middle-income countries
9822,2004,1.793,Lower-middle-income countries
9823,2005,1.711,Lower-middle-income countries
9824,2006,1.759,Lower-middle-income countries
9825,2007,1.706,Lower-middle-income countries
9826,2008,1.658,Lower-middle-income countries
9827,2009,1.68,Lower-middle-income countries
9828,2010,1.664,Lower-middle-income countries
9829,2011,1.634,Lower-middle-income countries
9830,2012,1.597,Lower-middle-income countries
9831,2013,1.602,Lower-middle-income countries
9832,2014,1.529,Lower-middle-income countries
9833,2015,1.466,Lower-middle-income countries
9834,2016,1.464,Lower-middle-income countries
9835,2017,1.409,Lower-middle-income countries
9836,2018,1.364,Lower-middle-income countries
9837,2019,1.327,Lower-middle-income countries
9838,2020,1.291,Lower-middle-income countries
9839,2021,1.158,Lower-middle-income countries
9840,2022,1.07,Lower-middle-income countries
9842,1950,0.524,LUX
9843,1951,0.546,LUX
9844,1952,0.618,LUX
9845,1953,0.567,LUX
9846,1954,0.621,LUX
9847,1955,0.582,LUX
9848,1956,0.494,LUX
9849,1957,0.469,LUX
9850,1958,0.565,LUX
9851,1959,0.718,LUX
9852,1960,0.46,LUX
9853,1961,1.101,LUX
9854,1962,0.981,LUX
9855,1963,1.009,LUX
9856,1964,1.076,LUX
9857,1965,1.04,LUX
9858,1966,0.997,LUX
9859,1967,0.465,LUX
9860,1968,0.421,LUX
9861,1969,0.323,LUX
9862,1970,0.308,LUX
9863,1971,1.229,LUX
9864,1972,1.164,LUX
9865,1973,0.638,LUX
9866,1974,0.632,LUX
9867,1975,0.647,LUX
9868,1976,0.588,LUX
9869,1977,0.741,LUX
9870,1978,0.817,LUX
9871,1979,0.205,LUX
9872,1980,0.242,LUX
9873,1981,0.187,LUX
9874,1982,0.127,LUX
9875,1983,0.111,LUX
9876,1984,0.112,LUX
9877,1985,0.305,LUX
9878,1986,0.644,LUX
9879,1987,0.647,LUX
9880,1988,0.96,LUX
9881,1989,0.955,LUX
9882,1990,1.321,LUX
9883,1991,1.342,LUX
9884,1992,1.301,LUX
9885,1993,1.352,LUX
9886,1994,1.343,LUX
9887,1995,1.437,LUX
9888,1996,1.265,LUX
9889,1997,1.229,LUX
9890,1998,1.231,LUX
9891,1999,1.457,LUX
9892,2000,1.423,LUX
9893,2001,1.139,LUX
9894,2002,0.951,LUX
9895,2003,1.473,LUX
9896,2004,1.366,LUX
9897,2005,1.693,LUX
9898,2006,1.507,LUX
9899,2007,1.599,LUX
9900,2008,1.996,LUX
9901,2009,1.733,LUX
9902,2010,1.935,LUX
9903,2011,2.417,LUX
9904,2012,2.297,LUX
9905,2013,2.322,LUX
9906,2014,2.379,LUX
9907,2015,2.332,LUX
9908,2016,2.513,LUX
9909,2017,1.898,LUX
9910,2018,1.956,LUX
9911,2019,1.972,LUX
9912,2020,1.37,LUX
9913,2021,1.674,LUX
9914,2022,2.351,LUX
9916,1950,3.07,MAC
9917,1951,0.44,MAC
9918,1952,-0.152,MAC
9919,1953,-0.663,MAC
9920,1954,-1.07,MAC
9921,1955,-1.398,MAC
9922,1956,-1.974,MAC
9923,1957,-2.225,MAC
9924,1958,-2.643,MAC
9925,1959,-3.157,MAC
9926,1960,-2.647,MAC
9927,1961,2.655,MAC
9928,1962,2.458,MAC
9929,1963,2.35,MAC
9930,1964,37.095,MAC
9931,1965,-1.057,MAC
9932,1966,-0.977,MAC
9933,1967,-0.948,MAC
9934,1968,-0.973,MAC
9935,1969,-1.075,MAC
9936,1970,2.69,MAC
9937,1971,1.975,MAC
9938,1972,5.214,MAC
9939,1973,-24.066,MAC
9940,1974,0.94,MAC
9941,1975,1.352,MAC
9942,1976,1.692,MAC
9943,1977,1.934,MAC
9944,1978,2.056,MAC
9945,1979,2.083,MAC
9946,1980,1.982,MAC
9947,1981,3.144,MAC
9948,1982,3.51,MAC
9949,1983,3.6,MAC
9950,1984,3.697,MAC
9951,1985,3.801,MAC
9952,1986,3.87,MAC
9953,1987,3.874,MAC
9954,1988,3.789,MAC
9955,1989,3.612,MAC
9956,1990,3.29,MAC
9957,1991,2.965,MAC
9958,1992,2.478,MAC
9959,1993,2.343,MAC
9960,1994,2.219,MAC
9961,1995,2.129,MAC
9962,1996,2.011,MAC
9963,1997,1.902,MAC
9964,1998,1.794,MAC
9965,1999,1.696,MAC
9966,2000,1.558,MAC
9967,2001,1.981,MAC
9968,2002,2.842,MAC
9969,2003,2.797,MAC
9970,2004,2.733,MAC
9971,2005,2.674,MAC
9972,2006,2.639,MAC
9973,2007,2.61,MAC
9974,2008,2.552,MAC
9975,2009,2.444,MAC
9976,2010,2.349,MAC
9977,2011,2.161,MAC
9978,2012,1.905,MAC
9979,2013,1.905,MAC
9980,2014,1.92,MAC
9981,2015,1.934,MAC
9982,2016,1.928,MAC
9983,2017,1.895,MAC
9984,2018,1.849,MAC
9985,2019,1.822,MAC
9986,2020,1.751,MAC
9987,2021,1.542,MAC
9988,2022,1.306,MAC
9990,1950,2.53,MDG
9991,1951,2.518,MDG
9992,1952,2.526,MDG
9993,1953,2.538,MDG
9994,1954,2.542,MDG
9995,1955,2.546,MDG
9996,1956,2.569,MDG
9997,1957,2.584,MDG
9998,1958,2.604,MDG
9999,1959,2.615,MDG
10000,1960,2.616,MDG
10001,1961,2.604,MDG
10002,1962,2.589,MDG
10003,1963,2.582,MDG
10004,1964,2.587,MDG
10005,1965,2.609,MDG
10006,1966,2.653,MDG
10007,1967,2.704,MDG
10008,1968,2.761,MDG
10009,1969,2.812,MDG
10010,1970,2.881,MDG
10011,1971,2.934,MDG
10012,1972,2.963,MDG
10013,1973,2.988,MDG
10014,1974,3.005,MDG
10015,1975,3.019,MDG
10016,1976,3.026,MDG
10017,1977,3.034,MDG
10018,1978,3.042,MDG
10019,1979,3.04,MDG
10020,1980,3.013,MDG
10021,1981,2.96,MDG
10022,1982,2.958,MDG
10023,1983,2.927,MDG
10024,1984,2.91,MDG
10025,1985,2.897,MDG
10026,1986,2.842,MDG
10027,1987,2.858,MDG
10028,1988,2.891,MDG
10029,1989,2.926,MDG
10030,1990,2.977,MDG
10031,1991,3.001,MDG
10032,1992,3.017,MDG
10033,1993,3.082,MDG
10034,1994,3.131,MDG
10035,1995,3.193,MDG
10036,1996,3.241,MDG
10037,1997,3.268,MDG
10038,1998,3.275,MDG
10039,1999,3.22,MDG
10040,2000,3.128,MDG
10041,2001,3.033,MDG
10042,2002,2.948,MDG
10043,2003,2.914,MDG
10044,2004,2.918,MDG
10045,2005,2.94,MDG
10046,2006,2.935,MDG
10047,2007,2.934,MDG
10048,2008,2.936,MDG
10049,2009,2.936,MDG
10050,2010,2.883,MDG
10051,2011,2.797,MDG
10052,2012,2.736,MDG
10053,2013,2.704,MDG
10054,2014,2.659,MDG
10055,2015,2.621,MDG
10056,2016,2.606,MDG
10057,2017,2.601,MDG
10058,2018,2.606,MDG
10059,2019,2.597,MDG
10060,2020,2.539,MDG
10061,2021,2.492,MDG
10062,2022,2.472,MDG
10064,1950,1.711,MWI
10065,1951,1.821,MWI
10066,1952,1.906,MWI
10067,1953,1.969,MWI
10068,1954,1.986,MWI
10069,1955,2.059,MWI
10070,1956,2.131,MWI
10071,1957,2.191,MWI
10072,1958,2.258,MWI
10073,1959,2.32,MWI
10074,1960,2.363,MWI
10075,1961,2.398,MWI
10076,1962,2.429,MWI
10077,1963,2.46,MWI
10078,1964,2.443,MWI
10079,1965,2.442,MWI
10080,1966,2.466,MWI
10081,1967,2.479,MWI
10082,1968,2.48,MWI
10083,1969,2.452,MWI
10084,1970,2.475,MWI
10085,1971,2.532,MWI
10086,1972,2.58,MWI
10087,1973,2.661,MWI
10088,1974,2.755,MWI
10089,1975,2.845,MWI
10090,1976,2.969,MWI
10091,1977,3.234,MWI
10092,1978,3.593,MWI
10093,1979,3.791,MWI
10094,1980,3.912,MWI
10095,1981,3.941,MWI
10096,1982,3.955,MWI
10097,1983,3.937,MWI
10098,1984,3.881,MWI
10099,1985,3.817,MWI
10100,1986,3.556,MWI
10101,1987,5.937,MWI
10102,1988,4.89,MWI
10103,1989,4.556,MWI
10104,1990,3.366,MWI
10105,1991,2.799,MWI
10106,1992,3.022,MWI
10107,1993,-0.081,MWI
10108,1994,-2.262,MWI
10109,1995,1.974,MWI
10110,1996,1.969,MWI
10111,1997,2.043,MWI
10112,1998,2.279,MWI
10113,1999,2.389,MWI
10114,2000,2.407,MWI
10115,2001,2.432,MWI
10116,2002,2.465,MWI
10117,2003,2.54,MWI
10118,2004,2.631,MWI
10119,2005,2.723,MWI
10120,2006,2.786,MWI
10121,2007,2.855,MWI
10122,2008,2.952,MWI
10123,2009,2.961,MWI
10124,2010,2.935,MWI
10125,2011,2.896,MWI
10126,2012,2.846,MWI
10127,2013,2.83,MWI
10128,2014,2.78,MWI
10129,2015,2.728,MWI
10130,2016,2.724,MWI
10131,2017,2.692,MWI
10132,2018,2.651,MWI
10133,2019,2.651,MWI
10134,2020,2.621,MWI
10135,2021,2.568,MWI
10136,2022,2.568,MWI
10138,1950,2.558,MYS
10139,1951,2.593,MYS
10140,1952,2.625,MYS
10141,1953,2.633,MYS
10142,1954,2.706,MYS
10143,1955,2.758,MYS
10144,1956,2.815,MYS
10145,1957,2.866,MYS
10146,1958,2.501,MYS
10147,1959,2.536,MYS
10148,1960,2.566,MYS
10149,1961,2.601,MYS
10150,1962,2.615,MYS
10151,1963,2.614,MYS
10152,1964,2.578,MYS
10153,1965,2.522,MYS
10154,1966,2.458,MYS
10155,1967,2.279,MYS
10156,1968,2.259,MYS
10157,1969,2.261,MYS
10158,1970,2.333,MYS
10159,1971,2.416,MYS
10160,1972,2.388,MYS
10161,1973,2.402,MYS
10162,1974,2.392,MYS
10163,1975,2.389,MYS
10164,1976,2.403,MYS
10165,1977,2.401,MYS
10166,1978,2.401,MYS
10167,1979,2.403,MYS
10168,1980,3.139,MYS
10169,1981,3.166,MYS
10170,1982,3.203,MYS
10171,1983,3.242,MYS
10172,1984,3.273,MYS
10173,1985,3.301,MYS
10174,1986,3.254,MYS
10175,1987,3.194,MYS
10176,1988,3.096,MYS
10177,1989,2.985,MYS
10178,1990,2.914,MYS
10179,1991,2.721,MYS
10180,1992,2.576,MYS
10181,1993,2.541,MYS
10182,1994,2.546,MYS
10183,1995,2.537,MYS
10184,1996,2.51,MYS
10185,1997,2.466,MYS
10186,1998,2.447,MYS
10187,1999,2.325,MYS
10188,2000,2.364,MYS
10189,2001,2.442,MYS
10190,2002,2.395,MYS
10191,2003,2.338,MYS
10192,2004,2.286,MYS
10193,2005,2.25,MYS
10194,2006,2.205,MYS
10195,2007,2.143,MYS
10196,2008,2.049,MYS
10197,2009,1.936,MYS
10198,2010,1.806,MYS
10199,2011,1.698,MYS
10200,2012,1.708,MYS
10201,2013,1.711,MYS
10202,2014,1.718,MYS
10203,2015,1.748,MYS
10204,2016,1.786,MYS
10205,2017,1.743,MYS
10206,2018,1.661,MYS
10207,2019,1.533,MYS
10208,2020,1.137,MYS
10209,2021,1.168,MYS
10210,2022,1.227,MYS
10212,1950,1.636,MDV
10213,1951,1.733,MDV
10214,1952,1.801,MDV
10215,1953,1.87,MDV
10216,1954,1.934,MDV
10217,1955,2.033,MDV
10218,1956,2.104,MDV
10219,1957,2.2,MDV
10220,1958,2.266,MDV
10221,1959,2.309,MDV
10222,1960,2.423,MDV
10223,1961,2.473,MDV
10224,1962,2.499,MDV
10225,1963,2.49,MDV
10226,1964,2.418,MDV
10227,1965,4.271,MDV
10228,1966,4.021,MDV
10229,1967,3.27,MDV
10230,1968,2.942,MDV
10231,1969,2.98,MDV
10232,1970,3.041,MDV
10233,1971,3.059,MDV
10234,1972,3.039,MDV
10235,1973,2.956,MDV
10236,1974,2.924,MDV
10237,1975,3.001,MDV
10238,1976,3.009,MDV
10239,1977,2.877,MDV
10240,1978,2.617,MDV
10241,1979,2.692,MDV
10242,1980,2.811,MDV
10243,1981,2.808,MDV
10244,1982,2.776,MDV
10245,1983,2.653,MDV
10246,1984,2.925,MDV
10247,1985,3.447,MDV
10248,1986,3.544,MDV
10249,1987,3.451,MDV
10250,1988,3.245,MDV
10251,1989,3.153,MDV
10252,1990,3.196,MDV
10253,1991,2.976,MDV
10254,1992,2.761,MDV
10255,1993,2.489,MDV
10256,1994,2.305,MDV
10257,1995,2.289,MDV
10258,1996,2.105,MDV
10259,1997,1.942,MDV
10260,1998,1.771,MDV
10261,1999,1.639,MDV
10262,2000,1.654,MDV
10263,2001,1.685,MDV
10264,2002,1.668,MDV
10265,2003,1.648,MDV
10266,2004,1.645,MDV
10267,2005,1.657,MDV
10268,2006,3.113,MDV
10269,2007,3.541,MDV
10270,2008,3.538,MDV
10271,2009,3.537,MDV
10272,2010,3.525,MDV
10273,2011,3.492,MDV
10274,2012,3.424,MDV
10275,2013,3.315,MDV
10276,2014,3.344,MDV
10277,2015,3.561,MDV
10278,2016,3.398,MDV
10279,2017,3.25,MDV
10280,2018,3.114,MDV
10281,2019,2.981,MDV
10282,2020,2.836,MDV
10283,2021,2.68,MDV
10284,2022,0.396,MDV
10286,1950,1.48,MLI
10287,1951,1.47,MLI
10288,1952,1.432,MLI
10289,1953,1.379,MLI
10290,1954,1.379,MLI
10291,1955,1.378,MLI
10292,1956,1.382,MLI
10293,1957,1.383,MLI
10294,1958,1.313,MLI
10295,1959,1.415,MLI
10296,1960,1.453,MLI
10297,1961,1.477,MLI
10298,1962,1.479,MLI
10299,1963,1.472,MLI
10300,1964,1.465,MLI
10301,1965,1.492,MLI
10302,1966,1.468,MLI
10303,1967,1.515,MLI
10304,1968,1.535,MLI
10305,1969,1.555,MLI
10306,1970,1.617,MLI
10307,1971,1.591,MLI
10308,1972,1.698,MLI
10309,1973,1.768,MLI
10310,1974,1.787,MLI
10311,1975,1.809,MLI
10312,1976,1.778,MLI
10313,1977,1.921,MLI
10314,1978,1.952,MLI
10315,1979,2.035,MLI
10316,1980,2.13,MLI
10317,1981,2.133,MLI
10318,1982,2.173,MLI
10319,1983,2.211,MLI
10320,1984,2.08,MLI
10321,1985,1.927,MLI
10322,1986,1.78,MLI
10323,1987,1.704,MLI
10324,1988,1.786,MLI
10325,1989,1.935,MLI
10326,1990,2.001,MLI
10327,1991,1.97,MLI
10328,1992,2.06,MLI
10329,1993,2.108,MLI
10330,1994,2.196,MLI
10331,1995,2.139,MLI
10332,1996,2.171,MLI
10333,1997,2.371,MLI
10334,1998,2.69,MLI
10335,1999,2.868,MLI
10336,2000,2.957,MLI
10337,2001,3.056,MLI
10338,2002,3.156,MLI
10339,2003,3.201,MLI
10340,2004,3.274,MLI
10341,2005,3.277,MLI
10342,2006,3.284,MLI
10343,2007,3.292,MLI
10344,2008,3.281,MLI
10345,2009,3.235,MLI
10346,2010,3.261,MLI
10347,2011,3.205,MLI
10348,2012,2.644,MLI
10349,2013,3.19,MLI
10350,2014,3.132,MLI
10351,2015,3.126,MLI
10352,2016,3.207,MLI
10353,2017,3.17,MLI
10354,2018,3.082,MLI
10355,2019,2.956,MLI
10356,2020,3.077,MLI
10357,2021,3.044,MLI
10358,2022,2.976,MLI
